Transaction_ID,Customer_ID,Account_Number,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Merchant,Merchant_Category,Province,City,Device_Type,Device_OS,IP_Address,Login_Location,Card_Present,International,Previous_24hr_Transactions,Previous_24hr_Amount,Account_Age_Months,Customer_Age,Risk_Score,Fraud_Indicators,Fraud_Flag,Fraud_Type,Age_Group
T0002625,C00804,****9653,2025-03-17,19:38:00,Online Transfer,4939.33,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Mac,196.1.81.194,Western Cape,Yes,No,17,9979.43,178,60,35,No Fraud,No,No Fraud,51-60
T0002626,C00168,****7942,2025-03-22,14:28:00,Bill Payment,3721.59,Checkers,Grocery,KwaZulu-Natal,Durban,ATM,Android,196.1.228.196,KwaZulu-Natal,Yes,No,18,11181.9,6,67,2,No Fraud,No,No Fraud,61-70
T0002627,C00213,****9913,2025-04-08,14:05:00,Deposit,1999.03,Checkers,Grocery,Gauteng,Johannesburg,ATM,Android,196.1.1.64,Gauteng,Yes,No,9,16274.1,181,71,25,No Fraud,No,No Fraud,71-80
T0002628,C00215,****7775,2025-06-12,16:40:00,ATM Withdrawal,421.79,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Windows,196.1.155.129,Gauteng,Yes,No,1,13741.0,53,25,34,No Fraud,No,No Fraud,18-30
T0002629,C00735,****5617,2025-08-16,07:07:00,EFT,2757.12,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,Android,196.1.19.134,KwaZulu-Natal,Yes,No,16,927.64,106,38,46,No Fraud,No,No Fraud,31-40
T0002630,C00914,****5556,2025-08-25,11:02:00,Deposit,1424.85,Takealot,Electronics,Eastern Cape,Gqeberha,Mobile App,Windows,196.1.197.20,Eastern Cape,Yes,No,5,14297.9,233,46,20,No Fraud,No,No Fraud,41-50
T0002631,C01049,****3822,2025-01-03,15:34:00,Deposit,62086.14,Eskom,Utilities,Western Cape,Cape Town,Internet Banking,Android,196.1.250.112,Western Cape,Yes,Yes,7,17028.91,87,79,87,High Amount;New Device,Yes,Phishing,71-80
T0002632,C00301,****9653,2025-10-03,05:03:00,Bill Payment,2821.43,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,Windows,196.1.135.21,Gauteng,Yes,No,10,1765.28,34,67,52,No Fraud,No,No Fraud,61-70
T0002633,C00243,****9448,2025-11-02,10:09:00,ATM Withdrawal,3005.28,Takealot,Electronics,Eastern Cape,Gqeberha,Mobile App,Android,196.1.29.192,Eastern Cape,Yes,No,2,8140.85,186,52,29,No Fraud,No,No Fraud,51-60
T0002634,C00076,****9543,2025-08-20,11:08:00,POS Purchase,2815.15,Eskom,Utilities,Western Cape,Cape Town,Mobile App,iPhone,196.1.254.153,Western Cape,Yes,No,13,17453.77,5,68,49,No Fraud,No,No Fraud,61-70
T0002635,C00259,****7275,2025-11-02,11:44:00,Bill Payment,608.81,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.249.24,KwaZulu-Natal,Yes,No,19,1262.17,67,32,68,No Fraud,No,No Fraud,31-40
T0002636,C00711,****5392,2025-12-26,00:20:00,POS Purchase,1471.82,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.127.50,KwaZulu-Natal,Yes,No,8,11144.54,178,26,31,No Fraud,No,No Fraud,18-30
T0002637,C00584,****6027,2025-02-27,05:49:00,Bill Payment,327.23,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Android,196.1.249.223,Gauteng,Yes,No,10,4897.84,143,51,59,No Fraud,No,No Fraud,51-60
T0002638,C00085,****5913,2025-09-04,17:27:00,POS Purchase,3743.79,Eskom,Utilities,Eastern Cape,Gqeberha,Mobile App,Windows,196.1.101.89,Eastern Cape,Yes,No,7,674.69,18,28,27,No Fraud,No,No Fraud,18-30
T0002639,C01174,****8157,2025-06-16,10:17:00,Deposit,603.72,Engen,Fuel,Western Cape,Cape Town,Mobile App,Windows,196.1.216.234,Western Cape,Yes,No,3,4229.74,185,76,5,No Fraud,No,No Fraud,71-80
T0002640,C00193,****2815,2025-08-08,15:59:00,Bill Payment,1751.63,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Windows,196.1.204.8,Eastern Cape,No,No,7,492.16,120,47,40,No Fraud,No,No Fraud,41-50
T0002641,C00741,****4117,2025-05-16,03:15:00,POS Purchase,2145.57,Eskom,Utilities,Western Cape,Cape Town,Mobile App,Mac,196.1.147.88,Western Cape,Yes,No,8,7393.09,95,78,28,No Fraud,No,No Fraud,71-80
T0002642,C00584,****8537,2025-01-26,04:00:00,Bill Payment,4550.16,Shoprite,Grocery,Eastern Cape,Gqeberha,Branch,Mac,196.1.77.246,Eastern Cape,Yes,No,1,4833.24,72,74,19,No Fraud,No,No Fraud,71-80
T0002643,C00775,****1928,2025-10-22,15:37:00,Online Transfer,345.54,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Windows,196.1.183.38,Western Cape,No,No,8,2882.99,165,57,34,No Fraud,No,No Fraud,51-60
T0002644,C00294,****8339,2025-12-13,23:59:00,EFT,4375.05,Eskom,Utilities,Western Cape,Cape Town,ATM,iPhone,196.1.120.17,Western Cape,Yes,No,0,8828.43,35,31,65,No Fraud,No,No Fraud,31-40
T0002645,C00362,****9652,2025-10-13,05:16:00,Bill Payment,1795.33,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,Windows,196.1.70.126,Gauteng,Yes,No,4,3464.38,54,39,20,No Fraud,No,No Fraud,31-40
T0002646,C00607,****8950,2025-07-22,19:45:00,ATM Withdrawal,2772.45,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Mac,196.1.44.196,Western Cape,No,No,20,17793.79,52,68,66,No Fraud,No,No Fraud,61-70
T0002647,C00889,****4454,2025-08-19,09:45:00,Bill Payment,1252.57,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.251.111,KwaZulu-Natal,Yes,No,18,11963.92,236,30,11,No Fraud,No,No Fraud,18-30
T0002648,C00817,****2043,2025-08-23,11:38:00,Online Transfer,4273.86,Engen,Fuel,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.74.249,Eastern Cape,Yes,No,10,8822.54,207,49,66,No Fraud,No,No Fraud,41-50
T0002649,C00020,****9804,2025-01-01,12:33:00,Bill Payment,4462.13,Shoprite,Grocery,KwaZulu-Natal,Durban,Branch,Windows,196.1.231.62,KwaZulu-Natal,Yes,No,15,37.44,58,65,53,No Fraud,No,No Fraud,61-70
T0002650,C01084,****7943,2025-12-05,22:01:00,Deposit,2182.22,Engen,Fuel,Gauteng,Johannesburg,ATM,Android,196.1.50.76,Gauteng,Yes,No,10,5811.22,222,79,20,No Fraud,No,No Fraud,71-80
T0002651,C01079,****6091,2025-07-31,21:11:00,EFT,53631.13,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.238.25,KwaZulu-Natal,Yes,Yes,2,19720.03,169,19,80,High Amount;New Device,Yes,Account Takeover,18-30
T0002652,C01077,****9441,2025-05-02,00:27:00,ATM Withdrawal,1062.29,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.149.122,KwaZulu-Natal,No,No,10,5255.46,22,58,44,No Fraud,No,No Fraud,51-60
T0002653,C00397,****8888,2025-05-01,11:56:00,ATM Withdrawal,4486.13,Takealot,Electronics,Eastern Cape,Gqeberha,Branch,Mac,196.1.154.185,Eastern Cape,Yes,No,0,14003.97,206,71,17,No Fraud,No,No Fraud,71-80
T0002654,C00673,****4145,2025-12-22,05:51:00,EFT,3726.65,Checkers,Grocery,Gauteng,Johannesburg,ATM,Windows,196.1.103.254,Gauteng,Yes,No,1,5816.83,145,69,62,No Fraud,No,No Fraud,61-70
T0002655,C00793,****4774,2025-02-07,22:13:00,Deposit,3866.94,Takealot,Electronics,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.181.199,KwaZulu-Natal,No,No,2,15865.11,104,25,26,No Fraud,No,No Fraud,18-30
T0002656,C00233,****8276,2025-06-23,09:05:00,Bill Payment,2197.07,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,Windows,196.1.112.25,Gauteng,Yes,No,3,16592.05,154,34,41,No Fraud,No,No Fraud,31-40
T0002657,C00167,****5006,2025-02-16,18:58:00,Bill Payment,1797.06,Engen,Fuel,Western Cape,Cape Town,Mobile App,iPhone,196.1.10.48,Western Cape,Yes,No,17,2370.2,12,28,42,No Fraud,No,No Fraud,18-30
T0002658,C00104,****4117,2025-08-13,21:23:00,ATM Withdrawal,3397.73,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Android,196.1.105.83,Eastern Cape,Yes,No,1,3518.4,142,28,46,No Fraud,No,No Fraud,18-30
T0002659,C01162,****6203,2025-05-18,00:48:00,Bill Payment,376.74,Engen,Fuel,Western Cape,Cape Town,Branch,Mac,196.1.185.171,Western Cape,Yes,No,17,14592.24,224,23,52,No Fraud,No,No Fraud,18-30
T0002660,C00455,****2669,2025-08-16,05:56:00,Deposit,913.11,Eskom,Utilities,Eastern Cape,Gqeberha,Mobile App,Android,196.1.173.44,Eastern Cape,No,No,15,3146.64,9,80,27,No Fraud,No,No Fraud,71-80
T0002661,C01065,****8648,2025-11-15,03:20:00,Deposit,4533.12,Takealot,Electronics,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.156.97,KwaZulu-Natal,Yes,No,18,12974.69,120,23,48,No Fraud,No,No Fraud,18-30
T0002662,C00651,****8980,2025-11-02,16:45:00,Bill Payment,3593.62,Takealot,Electronics,Gauteng,Johannesburg,Branch,Mac,196.1.18.60,Gauteng,Yes,No,17,17819.94,89,37,22,No Fraud,No,No Fraud,31-40
T0002663,C00090,****2682,2025-11-14,10:07:00,Bill Payment,4282.62,Shoprite,Grocery,Eastern Cape,Gqeberha,Branch,Android,196.1.40.14,Eastern Cape,No,No,0,6403.15,3,21,13,No Fraud,No,No Fraud,18-30
T0002664,C00864,****1512,2025-12-29,02:59:00,ATM Withdrawal,1064.24,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,Android,196.1.161.161,Gauteng,Yes,No,20,12595.13,68,63,33,No Fraud,No,No Fraud,61-70
T0002665,C00512,****8109,2025-03-26,06:15:00,Deposit,781.18,Shoprite,Grocery,Gauteng,Johannesburg,ATM,Android,196.1.187.4,Gauteng,Yes,No,14,16009.62,231,25,34,No Fraud,No,No Fraud,18-30
T0002666,C00719,****8347,2025-02-08,04:13:00,POS Purchase,1224.95,Checkers,Grocery,KwaZulu-Natal,Durban,ATM,Android,196.1.96.8,KwaZulu-Natal,Yes,No,14,11170.63,238,20,68,No Fraud,No,No Fraud,18-30
T0002667,C00542,****6214,2025-08-05,03:08:00,Bill Payment,2145.35,Shoprite,Grocery,KwaZulu-Natal,Durban,Branch,Android,196.1.111.33,KwaZulu-Natal,No,No,7,17665.93,24,48,69,No Fraud,No,No Fraud,41-50
T0002668,C00020,****1916,2025-12-27,15:52:00,Online Transfer,854.15,Checkers,Grocery,KwaZulu-Natal,Durban,Branch,iPhone,196.1.89.207,KwaZulu-Natal,No,No,4,18946.16,153,51,18,No Fraud,No,No Fraud,51-60
T0002669,C00022,****9667,2025-01-09,16:21:00,Bill Payment,1465.18,Shoprite,Grocery,Western Cape,Cape Town,Branch,Mac,196.1.62.4,Western Cape,Yes,No,0,18893.5,152,50,53,No Fraud,No,No Fraud,41-50
T0002670,C00938,****9392,2025-03-11,22:51:00,POS Purchase,4887.06,Takealot,Electronics,Gauteng,Johannesburg,ATM,Android,196.1.100.102,Gauteng,Yes,No,10,5917.46,238,31,4,No Fraud,No,No Fraud,31-40
T0002671,C01068,****5738,2025-07-29,00:40:00,POS Purchase,3730.54,Engen,Fuel,Gauteng,Johannesburg,ATM,Mac,196.1.197.104,Gauteng,Yes,No,13,3523.9,57,68,31,No Fraud,No,No Fraud,61-70
T0002672,C00865,****3897,2025-09-27,22:14:00,POS Purchase,1800.39,Checkers,Grocery,Western Cape,Cape Town,Mobile App,Mac,196.1.59.127,Western Cape,Yes,No,3,10468.84,14,19,40,No Fraud,No,No Fraud,18-30
T0002673,C00615,****7814,2025-12-07,17:30:00,Online Transfer,327.62,Eskom,Utilities,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.85.52,KwaZulu-Natal,No,No,7,1269.96,219,73,42,No Fraud,No,No Fraud,71-80
T0002674,C00116,****2483,2025-03-15,07:29:00,Bill Payment,267.46,Engen,Fuel,Western Cape,Cape Town,Internet Banking,iPhone,196.1.104.123,Western Cape,Yes,No,12,2601.11,220,49,11,No Fraud,No,No Fraud,41-50
T0002675,C00746,****3213,2025-07-14,19:00:00,ATM Withdrawal,2138.5,Checkers,Grocery,Eastern Cape,Gqeberha,Internet Banking,Android,196.1.36.27,Eastern Cape,Yes,No,3,3043.44,209,73,16,No Fraud,No,No Fraud,71-80
T0002676,C01099,****7025,2025-07-05,18:28:00,ATM Withdrawal,2247.29,Takealot,Electronics,KwaZulu-Natal,Durban,ATM,iPhone,196.1.151.73,KwaZulu-Natal,No,No,16,11797.66,201,42,28,No Fraud,No,No Fraud,41-50
T0002677,C00966,****4693,2025-01-02,01:13:00,Bill Payment,3828.8,Checkers,Grocery,Eastern Cape,Gqeberha,Branch,iPhone,196.1.66.44,Eastern Cape,Yes,No,12,4556.76,168,42,12,No Fraud,No,No Fraud,41-50
T0002678,C00548,****6593,2025-12-27,08:43:00,Online Transfer,950.71,Eskom,Utilities,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.34.128,KwaZulu-Natal,Yes,No,8,3832.31,36,28,36,No Fraud,No,No Fraud,18-30
T0002679,C00546,****1153,2025-02-21,04:38:00,EFT,3316.47,Engen,Fuel,Eastern Cape,Gqeberha,ATM,iPhone,196.1.48.159,Eastern Cape,Yes,No,15,7332.84,23,62,8,No Fraud,No,No Fraud,61-70
T0002680,C01108,****9663,2025-02-25,06:16:00,ATM Withdrawal,2932.48,Engen,Fuel,KwaZulu-Natal,Durban,Internet Banking,iPhone,196.1.41.219,KwaZulu-Natal,No,No,5,8287.22,42,76,33,No Fraud,No,No Fraud,71-80
T0002681,C01013,****9897,2025-12-30,11:32:00,ATM Withdrawal,443.04,Checkers,Grocery,Gauteng,Johannesburg,Mobile App,Android,196.1.82.125,Gauteng,Yes,No,20,16708.93,118,49,62,No Fraud,No,No Fraud,41-50
T0002682,C00743,****8709,2025-06-26,07:31:00,Online Transfer,4618.47,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Android,196.1.19.29,Eastern Cape,Yes,No,5,12130.81,171,49,17,No Fraud,No,No Fraud,41-50
T0002683,C00884,****1962,2025-07-23,13:46:00,ATM Withdrawal,22.31,Takealot,Electronics,Gauteng,Johannesburg,ATM,Windows,196.1.70.7,Gauteng,No,No,1,19847.11,42,35,23,No Fraud,No,No Fraud,31-40
T0002684,C01113,****2347,2025-03-08,15:42:00,Deposit,1279.96,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Mac,196.1.14.215,Eastern Cape,Yes,No,6,12358.86,33,75,9,No Fraud,No,No Fraud,71-80
T0002685,C01160,****2050,2025-03-30,17:59:00,Online Transfer,95.63,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Android,196.1.68.123,KwaZulu-Natal,Yes,No,17,9044.96,199,52,5,No Fraud,No,No Fraud,51-60
T0002686,C00920,****2023,2025-05-08,12:33:00,EFT,1122.95,Eskom,Utilities,KwaZulu-Natal,Durban,Branch,iPhone,196.1.103.51,KwaZulu-Natal,Yes,No,12,17940.92,186,37,16,No Fraud,No,No Fraud,31-40
T0002687,C00997,****4614,2025-05-12,14:20:00,Deposit,2098.99,Checkers,Grocery,Western Cape,Cape Town,Mobile App,Mac,196.1.63.34,Western Cape,Yes,No,2,10495.45,68,38,29,No Fraud,No,No Fraud,31-40
T0002688,C00856,****5351,2025-03-17,23:02:00,Online Transfer,4615.51,Takealot,Electronics,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.166.13,KwaZulu-Natal,Yes,No,13,13242.54,180,57,46,No Fraud,No,No Fraud,51-60
T0002689,C00648,****6069,2025-11-28,06:03:00,ATM Withdrawal,1233.48,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,Android,196.1.12.22,KwaZulu-Natal,Yes,No,5,7450.05,59,50,48,No Fraud,No,No Fraud,41-50
T0002690,C01197,****1448,2025-10-07,22:35:00,EFT,4443.72,Takealot,Electronics,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.185.79,Eastern Cape,Yes,No,0,15941.27,139,67,37,No Fraud,No,No Fraud,61-70
T0002691,C00016,****2425,2025-07-25,15:41:00,Deposit,4968.78,Eskom,Utilities,Eastern Cape,Gqeberha,Branch,Android,196.1.96.35,Eastern Cape,Yes,No,10,8041.12,62,76,56,No Fraud,No,No Fraud,71-80
T0002692,C00050,****6954,2025-12-28,03:44:00,EFT,1015.5,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,iPhone,196.1.85.254,KwaZulu-Natal,Yes,No,8,111.69,100,77,53,No Fraud,No,No Fraud,71-80
T0002693,C00188,****4669,2025-04-15,18:10:00,Bill Payment,2706.19,Takealot,Electronics,Western Cape,Cape Town,Mobile App,Mac,196.1.76.86,Western Cape,Yes,No,12,18378.96,177,39,4,No Fraud,No,No Fraud,31-40
T0002694,C00172,****3078,2025-08-11,13:59:00,Deposit,2157.24,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,Android,196.1.114.237,KwaZulu-Natal,Yes,No,4,19228.03,149,69,54,No Fraud,No,No Fraud,61-70
T0002695,C00319,****4798,2025-05-02,12:35:00,EFT,48600.76,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Windows,196.1.100.243,Eastern Cape,Yes,Yes,8,10704.5,160,59,85,High Amount;New Device,Yes,Account Takeover,51-60
T0002696,C00375,****4181,2025-01-10,08:20:00,Bill Payment,545.92,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Windows,196.1.181.9,Eastern Cape,No,No,1,11213.68,98,66,9,No Fraud,No,No Fraud,61-70
T0002697,C00940,****1293,2025-01-21,03:31:00,ATM Withdrawal,1170.53,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Mac,196.1.173.78,Gauteng,Yes,No,16,4182.67,33,65,68,No Fraud,No,No Fraud,61-70
T0002698,C00703,****8326,2025-03-05,10:47:00,POS Purchase,689.29,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,Android,196.1.41.123,KwaZulu-Natal,Yes,No,0,705.16,83,62,30,No Fraud,No,No Fraud,61-70
T0002699,C00287,****2975,2025-10-17,20:03:00,POS Purchase,1024.82,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.232.129,Gauteng,Yes,No,2,8294.49,26,55,16,No Fraud,No,No Fraud,51-60
T0002700,C00182,****9395,2025-05-15,00:37:00,Online Transfer,3430.16,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.18.43,Eastern Cape,Yes,No,10,19957.09,92,41,10,No Fraud,No,No Fraud,41-50
T0002701,C00508,****7905,2025-02-06,15:47:00,Bill Payment,2868.68,Takealot,Electronics,Western Cape,Cape Town,Internet Banking,iPhone,196.1.228.184,Western Cape,Yes,No,16,12833.49,1,76,47,No Fraud,No,No Fraud,71-80
T0002702,C00287,****5303,2025-05-27,01:19:00,ATM Withdrawal,411.59,Shoprite,Grocery,Eastern Cape,Gqeberha,Mobile App,Android,196.1.207.127,Eastern Cape,Yes,No,15,677.56,65,44,60,No Fraud,No,No Fraud,41-50
T0002703,C00033,****4987,2025-01-15,05:04:00,Deposit,1424.35,Engen,Fuel,Western Cape,Cape Town,ATM,Android,196.1.224.137,Western Cape,Yes,No,18,3424.9,28,78,57,No Fraud,No,No Fraud,71-80
T0002704,C00062,****4502,2025-11-08,06:32:00,ATM Withdrawal,4123.2,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Android,196.1.210.152,Eastern Cape,Yes,No,17,11543.2,233,42,4,No Fraud,No,No Fraud,41-50
T0002705,C00629,****8954,2025-02-21,00:35:00,EFT,4626.41,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Android,196.1.246.1,KwaZulu-Natal,Yes,No,19,4002.08,80,75,39,No Fraud,No,No Fraud,71-80
T0002706,C01054,****8920,2025-01-20,08:01:00,Online Transfer,2772.74,Checkers,Grocery,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.6.63,KwaZulu-Natal,Yes,No,3,11042.47,20,53,60,No Fraud,No,No Fraud,51-60
T0002707,C00966,****9511,2025-09-10,00:09:00,Online Transfer,3324.95,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Windows,196.1.220.96,Eastern Cape,Yes,No,1,5638.91,108,49,26,No Fraud,No,No Fraud,41-50
T0002708,C00315,****7614,2025-09-29,21:16:00,Bill Payment,4684.75,Takealot,Electronics,KwaZulu-Natal,Durban,ATM,Mac,196.1.160.119,KwaZulu-Natal,Yes,No,10,19283.51,225,70,53,No Fraud,No,No Fraud,61-70
T0002709,C00947,****4632,2025-03-18,12:04:00,POS Purchase,468.08,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,iPhone,196.1.10.77,Eastern Cape,Yes,No,17,12881.09,177,35,13,No Fraud,No,No Fraud,31-40
T0002710,C01097,****2037,2025-07-06,05:55:00,Online Transfer,3732.74,Eskom,Utilities,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.6.223,KwaZulu-Natal,Yes,No,10,15056.73,204,41,62,No Fraud,No,No Fraud,41-50
T0002711,C00247,****2216,2025-04-24,09:55:00,Deposit,2209.13,Eskom,Utilities,Gauteng,Johannesburg,ATM,iPhone,196.1.249.50,Gauteng,No,No,2,5929.51,160,73,24,No Fraud,No,No Fraud,71-80
T0002712,C00944,****9797,2025-05-11,18:23:00,EFT,71348.18,Eskom,Utilities,KwaZulu-Natal,Durban,ATM,Mac,196.1.166.153,KwaZulu-Natal,Yes,No,8,3941.72,63,34,70,High Amount;New Device,Yes,Card Skimming,31-40
T0002713,C00303,****7222,2025-02-28,10:08:00,Bill Payment,4816.38,Checkers,Grocery,KwaZulu-Natal,Durban,Branch,Mac,196.1.32.160,KwaZulu-Natal,No,No,7,13953.11,48,69,54,No Fraud,No,No Fraud,61-70
T0002714,C00346,****1409,2025-10-16,15:04:00,POS Purchase,33712.08,Engen,Fuel,Gauteng,Johannesburg,ATM,Mac,196.1.86.245,Gauteng,No,No,9,5319.48,113,36,85,High Amount;New Device,Yes,Phishing,31-40
T0002715,C00885,****7296,2025-11-09,19:28:00,Online Transfer,1869.02,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,iPhone,196.1.118.65,Gauteng,Yes,No,16,11548.32,216,46,67,No Fraud,No,No Fraud,41-50
T0002716,C00202,****4531,2025-12-20,20:27:00,ATM Withdrawal,3100.06,Engen,Fuel,KwaZulu-Natal,Durban,Branch,Android,196.1.96.150,KwaZulu-Natal,Yes,No,18,3120.66,145,49,26,No Fraud,No,No Fraud,41-50
T0002717,C00356,****8956,2025-03-04,00:42:00,Online Transfer,2908.43,Takealot,Electronics,Eastern Cape,Gqeberha,Branch,iPhone,196.1.101.111,Eastern Cape,No,No,15,562.09,144,66,19,No Fraud,No,No Fraud,61-70
T0002718,C00925,****4345,2025-03-27,18:09:00,Bill Payment,3097.51,Eskom,Utilities,Gauteng,Johannesburg,Branch,iPhone,196.1.27.160,Gauteng,No,No,17,19597.46,48,34,5,No Fraud,No,No Fraud,31-40
T0002719,C00412,****7508,2025-05-28,10:30:00,POS Purchase,624.77,Takealot,Electronics,KwaZulu-Natal,Durban,ATM,iPhone,196.1.125.157,KwaZulu-Natal,No,No,13,11256.27,76,53,32,No Fraud,No,No Fraud,51-60
T0002720,C00619,****4855,2025-06-25,23:26:00,Deposit,4069.39,Checkers,Grocery,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.8.184,Gauteng,No,No,15,16906.1,176,74,3,No Fraud,No,No Fraud,71-80
T0002721,C01164,****9614,2025-01-26,08:44:00,Online Transfer,23960.55,Checkers,Grocery,KwaZulu-Natal,Durban,Branch,Android,196.1.28.18,KwaZulu-Natal,No,No,5,4548.97,192,41,91,High Amount;New Device,Yes,Account Takeover,41-50
T0002722,C01159,****6825,2025-07-21,10:29:00,EFT,1490.18,Checkers,Grocery,KwaZulu-Natal,Durban,ATM,Mac,196.1.31.171,KwaZulu-Natal,No,No,8,16170.94,92,72,41,No Fraud,No,No Fraud,71-80
T0002723,C00987,****2514,2025-12-12,20:41:00,EFT,4412.52,Shoprite,Grocery,Gauteng,Johannesburg,Mobile App,Android,196.1.59.9,Gauteng,No,No,6,5595.27,199,36,42,No Fraud,No,No Fraud,31-40
T0002724,C00089,****2552,2025-11-30,04:40:00,Online Transfer,651.41,Takealot,Electronics,Western Cape,Cape Town,Internet Banking,Android,196.1.222.3,Western Cape,Yes,No,12,17305.21,51,37,68,No Fraud,No,No Fraud,31-40
T0002725,C00838,****2795,2025-05-07,16:02:00,ATM Withdrawal,954.68,Eskom,Utilities,Western Cape,Cape Town,Internet Banking,Mac,196.1.151.227,Western Cape,Yes,No,18,5323.04,4,61,62,No Fraud,No,No Fraud,61-70
T0002726,C00700,****2860,2025-10-30,04:06:00,EFT,236.14,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.238.147,Eastern Cape,Yes,No,1,6127.61,32,47,20,No Fraud,No,No Fraud,41-50
T0002727,C00994,****3372,2025-04-15,04:22:00,Deposit,4393.04,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Android,196.1.30.112,Gauteng,Yes,No,3,2140.91,159,40,40,No Fraud,No,No Fraud,31-40
T0002728,C00993,****7840,2025-05-19,10:26:00,Bill Payment,1226.38,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,Mac,196.1.204.118,KwaZulu-Natal,Yes,No,3,6813.86,154,40,67,No Fraud,No,No Fraud,31-40
T0002729,C00247,****5173,2025-01-31,06:06:00,Deposit,758.83,Eskom,Utilities,KwaZulu-Natal,Durban,Branch,Android,196.1.224.208,KwaZulu-Natal,Yes,No,8,19370.49,7,36,69,No Fraud,No,No Fraud,31-40
T0002730,C00266,****8970,2025-12-16,14:11:00,EFT,2845.07,Takealot,Electronics,Western Cape,Cape Town,Internet Banking,Android,196.1.90.235,Western Cape,Yes,No,5,2545.48,213,27,14,No Fraud,No,No Fraud,18-30
T0002731,C00229,****2834,2025-12-23,10:44:00,Online Transfer,4968.58,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Android,196.1.212.24,Eastern Cape,Yes,No,20,11805.11,79,41,3,No Fraud,No,No Fraud,41-50
T0002732,C01129,****4514,2025-06-21,01:29:00,Deposit,4420.34,Checkers,Grocery,Gauteng,Johannesburg,Internet Banking,Mac,196.1.231.217,Gauteng,Yes,No,17,14617.89,18,54,36,No Fraud,No,No Fraud,51-60
T0002733,C00040,****4805,2025-12-25,19:28:00,POS Purchase,1855.13,Checkers,Grocery,Eastern Cape,Gqeberha,Branch,Android,196.1.95.213,Eastern Cape,Yes,No,10,8217.72,12,39,23,No Fraud,No,No Fraud,31-40
T0002734,C00460,****5761,2025-10-19,04:21:00,POS Purchase,30206.2,Shoprite,Grocery,Eastern Cape,Gqeberha,Internet Banking,iPhone,196.1.137.77,Eastern Cape,Yes,No,9,18718.76,239,49,96,High Amount;New Device,Yes,Identity Theft,41-50
T0002735,C00135,****6474,2025-11-05,07:57:00,Online Transfer,2460.91,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,Mac,196.1.6.145,Gauteng,Yes,No,4,9360.31,89,43,55,No Fraud,No,No Fraud,41-50
